id,code,Link,language,market,title,short_text,long_text,Comments
1,1 Plus 2 Spray Types,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_1PLUS2SPRAY4C_000_01/original/1280/ZZH_TS_1PLUS2SPRAY4C_000_01.jpg,de,DE,1 Plus 2 Strahlarten,"Kopfbrause: 1 Strahlart, Handbrause: 2 Strahlarten","Kopfbrause: 1 Strahlart, Handbrause: 2 Strahlarten",
2,1 Plus 3 Spray Types,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_1PLUS3SPRAY4C_000_01/original/1280/ZZH_TS_1PLUS3SPRAY4C_000_01.jpg,de,DE,1 Plus 3 Strahlarten,"Kopfbrause: 1 Strahlart, Handbrause: 3 Strahlarten","Kopfbrause: 1 Strahlart, Handbrause: 3 Strahlarten",
3,140 Swivel Range Limit,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_140SWIVELRANGE4C_000_01/original/1280/ZZH_FB_140SWIVELRANGE4C_000_01.jpg,de,DE,140° Schwenkbereich,140° Schwenkbegrenzung für flexible Kontrolle,"Müheloses Schwenken für volle Kontrolle, die 140°-Begrenzung verhindert Kollisionen mit umstehenden Gegenständen und Wänden.",
4,150 Swivel Range Limit,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_150SWIVELRANGE4C_000_01/original/1280/ZZH_FB_150SWIVELRANGE4C_000_01.jpg,de,DE,150° Schwenkbereich,150° Schwenkbegrenzung für flexible Kontrolle,"Müheloses Schwenken für volle Kontrolle, die 150°-Begrenzung verhindert Kollisionen mit umstehenden Gegenständen und Wänden.",
5,180 Comfort Zone,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_180COMFORTZONE4C_000_01/original/1280/ZZH_FB_180COMFORTZONE4C_000_01.jpg,de,DE,180° Komfortzone,Duscharm schwenkt 180° für flexible Positionierung,"Schaffen Sie eine komfortable, flexible Duschzone mit einem 180° schwenkbaren Arm, der die Ausrichtung der Dusche nach Wunsch ermöglicht.",
6,2 Plus 1 Spray Type,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_2PLUS1SPRAY4C_000_01/original/1280/ZZH_TS_2PLUS1SPRAY4C_000_01.jpg,de,DE,2 Plus 1 Strahlarten,"Kopfbrause: 2 Strahlarten, Handbrause: 1 Strahlart","Kopfbrause: 2 Strahlarten, Handbrause: 1 Strahlart",
7,2 Plus 2 Spray Types,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_2PLUS2SPRAY4C_000_01/original/1280/ZZH_TS_2PLUS2SPRAY4C_000_01.jpg,de,DE,2 Plus 2 Strahlarten,Kopf- und Handbrause mit 2 Strahlarten,Kopf- und Handbrause mit 2 Strahlarten,
8,2 Plus 3 Spray Types,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_2PLUS3SPRAY4C_000_01/original/1280/ZZH_TS_2PLUS3SPRAY4C_000_01.jpg,de,DE,2 Plus 3 Strahlarten,"Kopfbrause: 2 Strahlarten, Handbrause: 3 Strahlarten","Kopfbrause: 2 Strahlarten, Handbrause: 3 Strahlarten",
9,Dual Spray,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_DUALSPRAY4C_000_01/original/1280/ZZH_FB_DUALSPRAY4C_000_01.jpg,de,DE,Dual Strahl,2 Strahlarten: spritzfrei & kraftvoll,"Der sanfte Laminar-Strahl verhindert Spritzwasser und eignet sich zum Befüllen von Behältern, während der kraftvolle Duschstrahl perfekt für die Reinigung ist.",
10,2 Sprays,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_2SPRAYS4C_000_01/original/1280/ZZH_TS_2SPRAYS4C_000_01.jpg,de,DE,2 Strahlarten,Brause mit 2 verschiedenen Strahlarten,Brause mit 2 verschiedenen Strahlarten,
11,3 Plus 3 Spray Types,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_3PLUS3SPRAY4C_000_01/original/1280/ZZH_TS_3PLUS3SPRAY4C_000_01.jpg,de,DE,3 Plus 3 Strahlarten,Kopf- und Handbrause mit 3 Strahlarten,Kopf- und Handbrause mit 3 Strahlarten,
12,3 Sprays,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_3SPRAYS4C_000_01/original/1280/ZZH_TS_3SPRAYS4C_000_01.jpg,de,DE,3 Strahlarten,Brause mit 3 verschiedenen Strahlarten,Brause mit 3 verschiedenen Strahlarten,
13,360 Swivel Range,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_360SWIVELRANGE4C_000_01/original/1280/ZZH_FB_360SWIVELRANGE4C_000_01.jpg,de,DE,360° Schwenkbereich,360° Schwenkbereich für maximale Flexibilität,Sanfte Bewegungen und volle Flexibilität in alle Richtungen für eine einfache Handhabung,
14,3L Spare Flush,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_3LSPAREFLUSH4C_000_01/original/1280/ZZH_FB_3LSPAREFLUSH4C_000_01.jpg,de,DE,3L Reservespülung,3 Liter Reservespülung für zusätzliche Reinigung,Diese 3 Liter-Reservespülung bietet zusätzliche Spülkraft neben der Standardspülung für eine effektive Reinigung bei jeder Nutzung.,
15,90 Swivel Range Limit,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_90SWIVELRANGE4C_000_01/original/1280/ZZH_FB_90SWIVELRANGE4C_000_01.jpg,de,DE,90° Schwenkbereich,90° Schwenkbereich für flexible Kontrolle,"Volle Kontrolle und flexible Handhabung dank einer leicht drehbaren Armatur, die nicht gegen Objekte oder Wände in der Umgebung stößt.",
16,ActiveMassage Spray,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ACTIVEMASSAGESPRAY4C_000_01/original/1280/ZZH_FB_ACTIVEMASSAGESPRAY4C_000_01.jpg,de,DE,ActiveMassage Strahl,"Entspannen dank starkem, pulsierendem Massagestrahl",Kräftig und belebend – dieser Strahl massiert Nacken und Schultern pulsierend und eignet sich auch hervorragend zum Ausspülen von Shampoo.,
17,ActiveRain Spray,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ACTIVERAINSPRAY4C_000_01/original/1280/ZZH_FB_ACTIVERAINSPRAY4C_000_01.jpg,de,DE,ActiveRain Strahl,Anregender Strahl zum Ausspülen von Shampoo,Für eine belebende Dusche sorgt dieser Strahl für prickelnde Haut. Er eignet sich perfekt für Nacken- und Schultermassagen und zum Ausspülen von Shampoo.,
18,Adjustable Flush Volume,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ADJFLUSHVOLUME4C_000_01/original/1280/ZZH_FB_ADJFLUSHVOLUME4C_000_01.jpg,de,DE,Einstellbare Spülmenge,"Wassersparende, einstellbare Spülmenge","Einfacher Wasser sparen dank einstellbarer Spülmenge: ca. 3, 6 oder 9 Liter Spülvolumen sind wählbar.",
19,Adjustable Plate,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ADJUSTABLEPLATE4C_000_01/original/1280/ZZH_FB_ADJUSTABLEPLATE4C_000_01.jpg,de,DE,Ausrichtbare Rosette,6° drehbare Rosette für flexible Montage,"Um bis zu 6° flexibel, erleichtert diese einstellbare Rosette die Installation, selbst wenn die Vorinstallation nicht exakt horizontal ist.",
20,Adjustable Rail Holder,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ADJUSTABLERAILHOLDER4C_000_01/original/1280/ZZH_FB_ADJUSTABLERAILHOLDER4C_000_01.jpg,de,DE,Verstellbarer Brausehalter,Dreh- und Gleit-Brausehalter für einfache Handhabung,Bringen Sie Ihre Dusche perfekt in Position und passen Sie sie einfach und schnell an! Die Dreh-Gleit-Funktion des Halters ermöglicht eine mühelose Einstellung.,
21,Adjustable Shower Arm,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_ADJSHOWERARM4C_000_01/original/1280/ZZH_TS_ADJSHOWERARM4C_000_01.jpg,de,DE,Verstellbarer Duscharm,Verstellbarer Duscharm,Verstellbarer Duscharm,
22,Adjustable Spray Pressure,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_ADJSPRAYPRESSURE4C_000_01/original/1280/ZZH_TS_ADJSPRAYPRESSURE4C_000_01.jpg,de,DE,Einstellbarer Strahldruck,Wählen Sie Ihren idealen Strahldruck,Wählen Sie Ihren idealen Strahldruck,
23,Adjustable Water Temperature,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_ADJWATERTEMP4C_000_01/original/1280/ZZH_TS_ADJWATERTEMP4C_000_01.jpg,de,DE,Einstellbare Wassertemperatur,Wählen Sie Ihre ideale Wassertemperatur,Wählen Sie Ihre ideale Wassertemperatur,
24,Air Dryer,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_AIRDRYER4C_000_01/original/1280/ZZH_FB_AIRDRYER4C_000_01.jpg,de,DE,Warmluft-Trocknung,Schnell und dennoch sanft trocknend,"Sanftes, aber schnelles Trocknen mit temperierbarer Warmluft für mehr Hygiene und Komfort.",
25,Antibacterial Spray Nozzle,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ANTIBACSPRAYNOZZLE4C_000_01/original/1280/ZZH_FB_ANTIBACSPRAYNOZZLE4C_000_01.jpg,de,DE,Antibakterieller Duscharm,"Duscharm aus 99,9 % antibakteriellem Material","Aus 99,9 % antibakteriellem Material gefertigt, widersteht die Düse Schmutz und Keimen für maximale Sauberkeit.",
26,Automatic Flush,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_AUTOMATICFLUSH4C_000_01/original/1280/ZZH_FB_AUTOMATICFLUSH4C_000_01.jpg,de,DE,Automatische Spülung,Berührungslose Automatikspülung für mehr Hygiene,Ein integrierter Infrarotsensor ermöglicht eine berührungslose Bedienung und erhöht so die Hygiene.,
27,Automatic Open And Close,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_AUTOMATICOPENCLOSE4C_000_01/original/1280/ZZH_FB_AUTOMATICOPENCLOSE4C_000_01.jpg,de,DE,Automatisches Öffnen & Schließen,Automatisches Öffnen/Schließen von Sitz und Deckel,Hände sauber halten: Sensor öffnet Sitz und Deckel (oder nur Deckel) beim Nähern und schließt wieder beim Entfernen.,
28,Comfort Spray,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_COMFORTSPRAY4C_000_01/original/1280/ZZH_FB_COMFORTSPRAY4C_000_01.jpg,de,DE,Komfort Strahl,Pulsierender Strahl für angenehme Reinigung,"Wechselt zwischen sanften und kräftigen Strahlen für einen pulsierenden Effekt, der ein sauberes und erfrischtes Gefühl hinterlässt.",
29,Designed & Engineered In Germany,https://cdn.cloud.grohe.com/zzh_i/M/ME_/ZZH_ME_DESIGNEDGER4C_000_01/original/1280/ZZH_ME_DESIGNEDGER4C_000_01.jpg,de,DE,Entworfen & entwickelt in Deutschland,Designed & Engineered in Germany,Designed & Engineered in Germany,
30,Dual Flush,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_DUALFLUSH4C_000_01/original/1280/ZZH_FB_DUALFLUSH4C_000_01.jpg,de,DE,Dual Flush,Zwei Spüloptionen: Voll- und Wassersparspülung,Reduzieren Sie den WC-Wasserverbrauch um bis zu 50%! Mit zwei Tasten für Voll- und Eco-Spülung sowie eine Stoppfunktion über die kleine Taste.,
31,Easy To Connect,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_EASYTOCONNECT4C_000_01/original/1280/ZZH_FB_EASYTOCONNECT4C_000_01.jpg,de,DE,Einfach zu verbinden,Steckanschluss – einfache Montage der Spülplatte,Kein Messen und Schneiden mehr – Ablassventil und Spülplatte lassen sich mit dem Easy-Fit-Pneumatiksystem einfach einstecken.,
32,Easy Release Aerator,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_EASYRELEASEAERATOR4C_000_01/original/1280/ZZH_FB_EASYRELEASEAERATOR4C_000_01.jpg,de,DE,Leicht austauschbarer Mousseur,Werkzeugloser Tausch und Wartung des Strahlreglers,Der Austausch oder die Reinigung des Strahlreglers ist einfach und erfordert kein Werkzeug – er lässt sich in wenigen Sekunden mit einer Münze abschrauben.,
33,Easy Docking Function,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_EASYDOCKINGFUNCTION4C_000_01/original/1280/ZZH_FB_EASYDOCKINGFUNCTION4C_000_01.jpg,de,DE,Einfaches Rückführen und Andocken,Einfaches Andocken für den ausziehbaren Auslauf,"Genießen Sie die flexible Bedienung dank eines ausziehbaren Auslaufs, der nach Gebrauch sanft zurückgleitet und leicht andockt.",
34,EcoMode,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ECOMODE4C_000_01/original/1280/ZZH_FB_ECOMODE4C_000_01.jpg,de,DE,EcoMode,Kaltwasser in mittlerer Hebelstellung spart Energie,Energiesparen leicht gemacht: In der Mittelstellung fließt ausschließlich kaltes Wasser – das senkt den Energieverbrauch und die Kosten.,
35,Exchangable Spray Head,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_EXCHANGESPRAYHEAD4C_000_01/original/1280/ZZH_FB_EXCHANGESPRAYHEAD4C_000_01.jpg,de,DE,Austauschbarer Brausekopf,Austauschbarer Brausekopf für einfache Wartung,Für eine unkomplizierte Pflege lässt sich der Brausekopf mühelos austauschen oder durch einen anderen ersetzen.,
36,Flexible Installation,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_FLEXINSTALLATION4C_000_01/original/1280/ZZH_FB_FLEXINSTALLATION4C_000_01.jpg,de,DE,Flexible Installation,1 verstellbare Halterung für vorhandene Bohrlöcher,Neue Duschstange einfach montieren: Dank höhenverstellbarer Halterung zur Nutzung vorhandener Bohrlöcher ist die Installation besonders flexibel,
37,Flexible Installation Plus,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_FLEXINSTALLATIONPLUS4C_000_01/original/1280/ZZH_FB_FLEXINSTALLATIONPLUS4C_000_01.jpg,de,DE,Flexible Installation Plus,2 verstellbare Halterungen für vorhandene Bohrlöcher,Maximale Flexibilität bei der Montage: Dank zwei höhenverstellbarer Halterungen zur Nutzung vorhandener Bohrlöcher ist die Installation besonders flexibel.,
38,GROHE EcoJoy,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ECOJOY4C_000_01/original/1280/ZZH_FB_ECOJOY4C_000_01.jpg,de,DE,GROHE EcoJoy,Optimaler Durchfluss bei geringem Wasserverbrauch,"Deutlich weniger Wasser verbrauchen, ohne auf Leistung zu verzichten – für optimalen Durchfluss bei gleichzeitiger Schonung von Ressourcen und Budget.",
39,GROHE AquaCeramic,https://cdn.cloud.grohe.com/zzh_i/A/AI_/ZZH_AI_AQUACERAMIC4C_000_01/original/1280/ZZH_AI_AQUACERAMIC4C_000_01.jpg,de,DE,GROHE AquaCeramic,Schmutz- und kalkabweisende Antihaft-Beschichtung,"Die leicht zu reinigende, ultraglatte Oberfläche reduziert Rückstände und Kalkablagerungen in Ihrem WC für mehr Hygiene und mühelose Reinigung.",
40,GROHE Aquadimmer Bath,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_AQUADIMMERBATH4C_000_01/original/1280/ZZH_FB_AQUADIMMERBATH4C_000_01.jpg,de,DE,GROHE Aquadimmer Bad,Durchfluss der Ausläufe mit einer Drehung einstellen,Mühelos zwischen Brause und Badewanne wechseln und gleichzeitig Durchfluss und Temperatur über einen einzigen Griff steuern.,
41,GROHE Aquadimmer Shower,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_AQUADIMMERSHOWER4C_000_01/original/1280/ZZH_FB_AQUADIMMERSHOWER4C_000_01.jpg,de,DE,GROHE Aquadimmer Dusche,Brause wählen und Durchfluss per Drehung steuern,Einfach zwischen Hand- und Kopfbrause wechseln und gleichzeitig Durchfluss und Temperatur über einen einzigen Griff regeln.,
42,GROHE AquaGuide,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_AQUAGUIDE4C_000_01/original/1280/ZZH_FB_AQUAGUIDE4C_000_01.jpg,de,DE,GROHE AquaGuide,"Verstellbarer Strahlregler, optimaler Wasserfluss",Kein Spritzen mehr: Der verstellbare Strahlregler ermöglicht die exakte Ausrichtung des Wasserflusses auf Form und Tiefe des Beckens.,
43,GROHE CoolTouch,https://cdn.cloud.grohe.com/zzh_i/A/AI_/ZZH_AI_COOLTOUCH4C_000_01/original/1280/ZZH_AI_COOLTOUCH4C_000_01.jpg,de,DE,GROHE CoolTouch,Sichere Oberfläche – schützt vor Verbrühungen,Das Thermostatgehäuse bleibt dank integrierter Kühlkanäle berührungssicher und verhindert Verbrühungen. Ideal für Familienbäder!,
44,GROHE DreamSpray,https://cdn.cloud.grohe.com/zzh_i/A/AI_/ZZH_AI_DREAMSPRAY4C_000_01/original/1280/ZZH_AI_DREAMSPRAY4C_000_01.jpg,de,DE,GROHE DreamSpray,Gleichmäßiger Wasserfluss für alle Strahlarten,"Erleben Sie Duschen auf höchstem Niveau: Modernste Technik garantiert gleichmäßige Wasserverteilung aus allen Düsen, bei allen Strahlarten.",
45,GROHE Dual Nozzle,https://cdn.cloud.grohe.com/zzh_i/A/AI_/ZZH_AI_DUALNOZZLE4C_000_01/original/1280/ZZH_AI_DUALNOZZLE4C_000_01.jpg,de,DE,GROHE Dual Nozzle,"2 Strahlarme für individuelles, gründliches Reinigen","2 Strahlarme für eine sanfte, intime Reinigung. Die Intim- und die Gesäßdusche bieten verschiedene Strahlwinkel, die für Komfort und Temperatur einstellbar sind.",
46,GROHE EasyReach,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_EASYREACH4C_000_01/original/1280/ZZH_FB_EASYREACH4C_000_01.jpg,de,DE,GROHE EasyReach,Praktische Ablage für Duschzubehör,"Shampoo, Duschgel oder Schwamm stets griffbereit – die flache Ablagefläche ist leicht zu reinigen und besonders pflegeleicht.",
47,EcoButton,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ECOBUTTON4C_000_01/original/1280/ZZH_FB_ECOBUTTON4C_000_01.jpg,de,DE,EcoButton,Per Knopfdruck von Wassersparen auf vollen Durchfluss,Per Knopfdruck zwischen einstellbarem Eco-Durchfluss zur Reduzierung des Wasserverbrauchs und voller Durchflussmenge wechseln.,
48,Eco-Override-Stop,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_ECOOVERRIDESTOP4C_000_01/original/1280/ZZH_FB_ECOOVERRIDESTOP4C_000_01.jpg,de,DE,Eco-Override-Stop,Hebelwiderstand für Wassersparen,"Wasser sparen wird intuitiver: Der Hebel bietet einen leichten Widerstand, wenn Sie ihn über die effiziente Durchflussrate hinaus bewegen.",
49,FastFixation,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_FASTFIXATION4C_000_01/original/1280/ZZH_FB_FASTFIXATION4C_000_01.jpg,de,DE,FastFixation,Schnelles und einfaches Installationssystem,Mit dem FastFixation System und klaren Schritt-für-Schritt-Anleitungen ist die neue Armatur bis zu 40 % schneller montiert – mit minimalem Aufwand.,
50,FastFixation Plus,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_FASTFIXATIONPLUS4C_000_01/original/1280/ZZH_FB_FASTFIXATIONPLUS4C_000_01.jpg,de,DE,FastFixation Plus,Schneller montiert als je zuvor,Mit den super einfachen und effizienten Installationslösungen von GROHE montieren Sie Ihre Armatur besonders schnell,
51,GROHE HyperClean,https://cdn.cloud.grohe.com/zzh_i/A/AI_/ZZH_AI_HYPERCLEAN4C_000_01/original/1280/ZZH_AI_HYPERCLEAN4C_000_01.jpg,de,DE,GROHE HyperClean,Die Hygieneglasur widersteht 99 % der Bakterien,Genießen Sie verbesserte Hygiene und mühelose Reinigung. Die strapazierfähige Oberfläche widersteht 99 % der Bakterien und sorgt für ein keimfreies Badezimmer.,
52,GROHE IR Sensor,https://cdn.cloud.grohe.com/zzh_i/A/AI_/ZZH_AI_IRSENSOR4C_000_01/original/1280/ZZH_AI_IRSENSOR4C_000_01.jpg,de,DE,GROHE IR Sensor,Hygienische Bedienung über Infrarotsensor,Verbessert Hygiene durch Sensorsteuerung – ein Infrarotsensor aktiviert den Wasserfluss ohne Berührung und reduziert so den Reinigungsaufwand und den Verbrauch.,
53,GROHE LongLife Finish,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_LONGLIFEFINISH4C_000_01/original/1280/ZZH_FB_LONGLIFEFINISH4C_000_01.jpg,de,DE,GROHE LongLife Finish,Eine strapazierfähige und pflegeleichte Oberfläche,Die mehrlagige Beschichtung bietet außergewöhnliche Langlebigkeit und lässt sich mit einem einfachen Wisch sauber und makellos halten.,
